business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,target
U001,0200769623,WAL-MAR us,2019-01-15,2019.0,1928540940.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,1422.21,20181230.0,NAH4,1928540940.0,0,1
U001,0200769623,WAL-MAR corp,2019-01-10,2019.0,1928543331.0,2018-12-30,20181230,20181230,2019-01-14,USD,RV,1.0,,34293.38,20181230.0,NAH4,1928543331.0,0,0
U001,0200726979,BJ'S  corporation,2019-01-15,2019.0,1928539948.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,205.13,20181230.0,NAA8,1928539948.0,0,1
U001,0200771157,WEIS ,2019-01-18,2019.0,1928538447.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,78494.52,20181230.0,NAA8,1928538447.0,0,1
U001,0200769623,WAL-MAR trust,2019-01-09,2019.0,1928543239.0,2018-12-30,20181230,20181230,2019-01-14,USD,RV,1.0,,10318.0,20181230.0,NAH4,1928543239.0,0,0
U001,0200769623,WAL-MAR us,2019-01-14,2019.0,1928535205.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,3408.73,20181230.0,NAH4,1928535205.0,0,0
U001,0200769623,WAL-MAR systems,2019-01-09,2019.0,1928537862.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,289.28,20181230.0,NAH4,1928537862.0,0,0
U001,0100000533,BEST  in,2019-01-14,2019.0,1928541601.0,2018-12-30,20181229,20181230,2019-01-29,USD,RV,1.0,,625.0,20181230.0,NAD5,1928541601.0,0,0
U001,0200769623,WAL-MAR associates,2019-01-15,2019.0,1928537213.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,9785.88,20181230.0,NAH4,1928537213.0,0,1
U001,0200769623,WAL-MAR corporation,2019-01-09,2019.0,1928535213.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,47642.0,20181230.0,NAH4,1928535213.0,0,0
U001,0200148860,DOLLA corp,2019-01-14,2019.0,1928539944.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,17507.51,20181230.0,NAA8,1928539944.0,0,0
U001,0200794332,COST us,2019-01-15,2019.0,1928535195.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,51473.49,20181230.0,NAAX,1928535195.0,0,1
U001,0200744019,TARG corp,2019-01-11,2019.0,1928531603.0,2018-12-30,20181231,20181230,2019-01-14,USD,RV,1.0,,11309.19,20181230.0,NAA8,1928531603.0,0,0
U001,0200769623,WAL-MAR corporation,2019-01-15,2019.0,1928538392.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,70483.35,20181230.0,NAH4,1928538392.0,0,1
U001,0200707822,PUBLI us,2019-01-14,2019.0,1928544820.0,2018-12-30,20181230,20181230,2019-01-14,USD,RV,1.0,,110990.78,20181230.0,NAA8,1928544820.0,0,0
U001,0200769623,WAL-MAR trust,2019-01-11,2019.0,1928540980.0,2018-12-30,20181230,20181230,2019-01-14,USD,RV,1.0,,13383.99,20181230.0,NAH4,1928540980.0,0,0
U001,0200769623,WAL-MAR corporation,2019-01-10,2019.0,1928542939.0,2018-12-30,20181230,20181230,2019-01-14,USD,RV,1.0,,3785.2,20181230.0,NAH4,1928542939.0,0,0
U001,0200769623,WAL-MAR foundation,2019-01-09,2019.0,1928539370.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,34233.17,20181230.0,NAH4,1928539370.0,0,0
U001,0200769623,WAL-MAR foundation,2019-01-09,2019.0,1928540651.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,14559.0,20181230.0,NAH4,1928540651.0,0,0
U001,0200704858,WAKE foundation,2019-01-22,2019.0,1928539716.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,18420.49,20181230.0,NAA8,1928539716.0,0,1
U001,0200726979,BJ'S  systems,2019-01-15,2019.0,1928541853.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,131.1,20181230.0,NAA8,1928541853.0,0,1
U001,0200769623,WAL-MAR trust,2019-01-09,2019.0,1928542104.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,2873.81,20181230.0,NAH4,1928542104.0,0,0
U013,0100009932,SYSCO IN trust,2019-02-28,2019.0,1991819555.0,2018-12-30,20181228,20181230,2019-01-29,USD,RV,1.0,,28225.48,20181230.0,NAVE,1991819555.0,0,1
U001,0200769623,WAL-MAR associates,2019-01-16,2019.0,1928533975.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,344.91,20181230.0,NAH4,1928533975.0,0,1
U001,0200726979,BJ'S  systems,2019-01-15,2019.0,1928538191.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,58.18,20181230.0,NAA8,1928538191.0,0,1
U001,0200769623,WAL-MAR corporation,2019-01-09,2019.0,1928542592.0,2018-12-30,20181230,20181230,2019-01-14,USD,RV,1.0,,14972.53,20181230.0,NAH4,1928542592.0,0,0
U001,0200769623,WAL-MAR corp,2019-01-10,2019.0,1928533972.0,2018-12-30,20181229,20181230,2019-01-14,USD,RV,1.0,,1448.77,20181230.0,NAH4,1928533972.0,0,0
